"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Happy Family Restaurant","3.9","600","2178 Kingsway","Vancouver","British Columbia","CA","https://www.happyfamilyeats.com/","+1 604-677-8286","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Happy%20Family%20Restaurant&query_place_id=ChIJK_D5wqV2hlQR1sAxRjhdvN4"
"Truong Thanh Restaurant","4.2","750","2096 Kingsway","Vancouver","British Columbia","CA","https://truongthanhrestaurant.shop/","+1 604-876-9288","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Truong%20Thanh%20Restaurant&query_place_id=ChIJf552-aV2hlQRpwQgOGxgVC4"
"Pho Win Vietnamese Restaurant","3.6","190","2138 E Hastings St","Vancouver","British Columbia","CA","https://phowin.zomi.menu/","+1 778-379-9078","Pho restaurant","https://www.google.com/maps/search/?api=1&query=Pho%20Win%20Vietnamese%20Restaurant&query_place_id=ChIJq7BlFRhxhlQRoP-i8mTeZT4"
"Indian Village Eatery","4.1","259","2745 E Hastings St #130","Vancouver","British Columbia","CA","http://indianvillageeatery.zomi.menu/","+1 604-558-3111","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Indian%20Village%20Eatery&query_place_id=ChIJbYtdVSBxhlQRUV551_DhGRE"
"Pelican Seafood Restaurant(Best Price on Website)","3.9","580","1895 E Hastings St","Vancouver","British Columbia","CA","https://pelicanseafoodrestaurant.zomi.menu/","+1 604-251-3395","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Pelican%20Seafood%20Restaurant(Best%20Price%20on%20Website)&query_place_id=ChIJkS-ZCxdxhlQRazc_CY892dE"
"Fatburger Harbour Centre","4.1","150","555 W Hastings St","Vancouver","British Columbia","CA","https://www.fatburgercanada.com/locations/fatburger-harbourcentre/","+1 604-336-3966","Hamburger restaurant","https://www.google.com/maps/search/?api=1&query=Fatburger%20Harbour%20Centre&query_place_id=ChIJU3WoZ3hxhlQRtAzJPACsUmU"
"Poke N Chat (Ramen, Poke, Bubble Tea)","4.4","510","306 Water St #2","Vancouver","British Columbia","CA","https://www.pokenchat.com/","(617) 785-8956","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Poke%20N%20Chat%20(Ramen%2C%20Poke%2C%20Bubble%20Tea)&query_place_id=ChIJrbfmfXxxhlQRcgCbzohZf0I"
"Tentatsu Japanese Sushi Restaurant","3.9","975","2430 E Hastings St","Vancouver","British Columbia","CA","https://tentatsujapanese.com/","+1 604-255-3733","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Tentatsu%20Japanese%20Sushi%20Restaurant&query_place_id=ChIJt86FdCJxhlQRM_SJVWv_cIg"
"JJ's Restaurant at Vancouver Community College","4.4","58","250 W Pender St #320","Vancouver","British Columbia","CA","http://www.vcc.ca/services/eat-shop--more/jjs-restaurant/","+1 604-443-8479","Restaurant","https://www.google.com/maps/search/?api=1&query=JJ's%20Restaurant%20at%20Vancouver%20Community%20College&query_place_id=ChIJCXRHbXlxhlQRY8leL89SfeY"
"Chincha Smoke & Vape Shop","4.9","287","8710 Granville St","Vancouver","British Columbia","CA","http://www.chinchasmokeshop.ca/","+1 604-264-0330","Vaporizer store","https://www.google.com/maps/search/?api=1&query=Chincha%20Smoke%20%26%20Vape%20Shop&query_place_id=ChIJKcaw4b91hlQRDS7BRu9NZu8"
"HellCrust Pizza- Vancouver","4.3","443","433 Seymour St","Vancouver","British Columbia","CA","https://vancouver-seymourst.hellcrustpizza.com/zgrid/proc/site/mobile/start.jsp","+1 604-336-3539","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=HellCrust%20Pizza-%20Vancouver&query_place_id=ChIJnSyWhGdxhlQRa7bI5vp3taw"
"Subway","3.5","202","8347 Granville St","Vancouver","British Columbia","CA","https://restaurants.subway.com/canada/bc/vancouver/8347-granville-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11695&utm_campaign=evergreen-2020&y_source=1_MTQ5MjA1MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+1 604-263-5515","Sandwich shop","https://www.google.com/maps/search/?api=1&query=Subway&query_place_id=ChIJK7VneZN0hlQRaEpkDjlfPpo"
"De Dutch","4","1176","1055 Canada Pl Unit 60","Vancouver","British Columbia","CA","https://dedutch.com/locations/vancouver-burrard-landing/","+1 604-647-7530","Breakfast restaurant","https://www.google.com/maps/search/?api=1&query=De%20Dutch&query_place_id=ChIJh_rOWINxhlQRR_kAbPqGhHU"
"Bubble Bear Bubble Tea 泡泡熊 since 2017 (BubbleBearCafe.com)","4.2","173","8051 Granville St","Vancouver","British Columbia","CA","http://www.bubblebearcafe.com/","+1 604-266-2668","Bubble tea store","https://www.google.com/maps/search/?api=1&query=Bubble%20Bear%20Bubble%20Tea%20%E6%B3%A1%E6%B3%A1%E7%86%8A%20since%202017%20(BubbleBearCafe.com)&query_place_id=ChIJA6XGvpN0hlQRWtcRqdoWHAM"
"Homa Grill & Donair","4.4","1091","548 Seymour st Homa resaturant","Vancouver","BC","CA","http://homarestaurant.ca/","+1 236-990-2360","Mediterranean restaurant","https://www.google.com/maps/search/?api=1&query=Homa%20Grill%20%26%20Donair&query_place_id=ChIJrze9xnhxhlQR_Ti-FoVCy9k"
"Mosaic Grille","4.2","353","655 Burrard St","Vancouver","British Columbia","CA","http://vancouver.hyatt.com/en/hotel/dining/MosaicGrille.html?src=corp_outlets_gmb_seo_YVRRVR1","+1 778-239-8195","Bar & grill","https://www.google.com/maps/search/?api=1&query=Mosaic%20Grille&query_place_id=ChIJ0xgBlYFxhlQRJXKhZLI71wE"
"Miko Sushi Japanese Restaurant","4.3","881","1335 Robson St","Vancouver","British Columbia","CA","https://www.instagram.com/mikosushijapanese/?hl=en","+1 604-681-0339","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Miko%20Sushi%20Japanese%20Restaurant&query_place_id=ChIJ1c-DQIdxhlQRzqqaJTtYHf0"
"The Poke Guy","4.6","312","840 Howe St #150","Vancouver","British Columbia","CA","https://www.thepokeguy.ca/","+1 778-737-7199","Restaurant","https://www.google.com/maps/search/?api=1&query=The%20Poke%20Guy&query_place_id=ChIJebHiraNxhlQRQny-Kd2Ejeo"
"Okami Sushi - Japanese Restaurant, Vancouver BC","4.8","317","1226 Bute St","Vancouver","British Columbia","CA","https://okamisushi.zomi.menu/","+1 604-559-6668","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Okami%20Sushi%20-%20Japanese%20Restaurant%2C%20Vancouver%20BC&query_place_id=ChIJ8aDgLb9zhlQRlHrceu1afXU"
"Prestons Restaurant + Lounge Vancouver","4","339","1177 W Pender St","Vancouver","British Columbia","CA","https://www.prestonsvancouver.ca/","+1 604-673-2173","Restaurant","https://www.google.com/maps/search/?api=1&query=Prestons%20Restaurant%20%2B%20Lounge%20Vancouver&query_place_id=ChIJ1-V8VYFxhlQRrV7eXCmKzDg"
"Kosoo Korean Chicken & BBQ - Robson Location","4.2","1233","1128 Robson St","Vancouver","British Columbia","CA","http://kosoo.ca/","+1 604-428-8414","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Kosoo%20Korean%20Chicken%20%26%20BBQ%20-%20Robson%20Location&query_place_id=ChIJA4UmUSFxhlQR7HaNyRWpQy0"
"Kosoo Korean Restaurant - Cardero Location","4.1","1125","832 Cardero St","Vancouver","British Columbia","CA","http://www.kosoo.ca/","+1 604-563-5556","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Kosoo%20Korean%20Restaurant%20-%20Cardero%20Location&query_place_id=ChIJnV8LkodxhlQRTNTwh1mtxyo"
"Gyu King Teppanyaki","4.1","449","755 Burrard St #219","Vancouver","British Columbia","CA","http://www.gyukingteppanyaki.com/","+1 604-688-7050","Teppanyaki restaurant","https://www.google.com/maps/search/?api=1&query=Gyu%20King%20Teppanyaki&query_place_id=ChIJjUuBy4FxhlQR491YVe01ovA"
"Joyeaux Café & Restaurant","4.1","936","551 Howe St","Vancouver","British Columbia","CA","http://www.joyeaux-cafe-restaurant.com/","+1 604-681-9168","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Joyeaux%20Caf%C3%A9%20%26%20Restaurant&query_place_id=ChIJ1-V8VYFxhlQRNmBzHpjMkXE"
"Angel Cake Cafe","3.9","908","5995 Fraser St","Vancouver","British Columbia","CA","https://www.qooway.com/olo/?AngelCafeVan","+1 604-323-8948","Cha chaan teng (Hong Kong-style cafe)","https://www.google.com/maps/search/?api=1&query=Angel%20Cake%20Cafe&query_place_id=ChIJ8Y-7fhR0hlQRRz7cZ_Zn2c0"
"Taqueria Chicatana | Mexican Restaurant in Vancouver","4.6","116","789 Gore Ave","Vancouver","British Columbia","CA","https://www.instagram.com/taqueriachicatana/",,"Taco restaurant","https://www.google.com/maps/search/?api=1&query=Taqueria%20Chicatana%20%7C%20Mexican%20Restaurant%20in%20Vancouver&query_place_id=ChIJC2a1151xhlQRRMFFe-SkCM4"
"Grand Chinese Restaurant Yaletown","4.2","526","1233 Hamilton St","Vancouver","British Columbia","CA","https://grandchineseyaletown.zomi.menu/","+1 604-681-8288","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Grand%20Chinese%20Restaurant%20Yaletown&query_place_id=ChIJM3OO5mdzhlQRwLhy5GSk-DU"
"Sun Sui Wah Seafood Restaurant","4.1","2698","3888 Main St","Vancouver","British Columbia","CA","https://sunsuiwahvancouver.ca/","+1 604-872-8822","Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Sun%20Sui%20Wah%20Seafood%20Restaurant&query_place_id=ChIJMZpqcC51hlQR_fFyw7kTx4k"
"Harambe Ethiopian Restaurant","4.2","1296","2149 Commercial Dr","Vancouver","British Columbia","CA","https://harambeethiopianrestaurant.com/","+1 604-216-1060","Ethiopian restaurant","https://www.google.com/maps/search/?api=1&query=Harambe%20Ethiopian%20Restaurant&query_place_id=ChIJNYron0hxhlQR4_hIEOCq-L8"
"Thai Son Restaurant","4.1","600","373 E Broadway","Vancouver","British Columbia","CA","http://www.thaison.ca/","+1 604-875-6436","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Thai%20Son%20Restaurant&query_place_id=ChIJhTvmSV9xhlQRHCAt72FjaiI"
"Sula Indian Restaurant, Commercial Drive","4.4","2577","1128 Commercial Dr","Vancouver","British Columbia","CA","https://sulaindianrestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_commercial_hp","+1 604-215-1130","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Sula%20Indian%20Restaurant%2C%20Commercial%20Drive&query_place_id=ChIJi_5Fqz9xhlQRctWWsZ8SyR8"
"Peaceful Restaurant","4","958","532 W Broadway #110","Vancouver","British Columbia","CA","http://www.peacefulrestaurant.com/","+1 604-879-9878","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Peaceful%20Restaurant&query_place_id=ChIJTV7Wbd1zhlQRNNf29oteTuM"
"Prince Seafood Restaurant","4","2184","2881 Grandview Hwy","Vancouver","British Columbia","CA","http://princeseafoodrestaurant.ca/","+1 604-430-6808","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Prince%20Seafood%20Restaurant&query_place_id=ChIJF0qWk8t2hlQR0vo3wsk6Ilg"
"Hai Phong Vietnamese Restaurant","4.2","623","1242 Kingsway","Vancouver","British Columbia","CA","http://haiphongrestaurant.com/","+1 604-872-3828","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Hai%20Phong%20Vietnamese%20Restaurant&query_place_id=ChIJU6qp1VRxhlQRswO4F6VROaI"
"Song Huong Restaurant","4.3","833","1613 Nanaimo St","Vancouver","British Columbia","CA","https://qrcodes.pro/zmCJoh","+1 604-251-1151","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Song%20Huong%20Restaurant&query_place_id=ChIJOfyfDjpxhlQRF7WdGcnpblY"
"New Mandarin Seafood Restaurant","4.1","2154","4650 Gladstone St","Vancouver","British Columbia","CA","https://newmandarin.ca/","+1 604-336-9388","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=New%20Mandarin%20Seafood%20Restaurant&query_place_id=ChIJ9RNp1-V3hlQRCSbgwB636XY"
"Shilla Korean Restaurant","3.9","842","1031 Kingsway","Vancouver","British Columbia","CA","https://www.shillakoreanonline.com/","+1 604-879-1515","Restaurant","https://www.google.com/maps/search/?api=1&query=Shilla%20Korean%20Restaurant&query_place_id=ChIJEZCM8stxhlQRDfPNORNOs6Y"
"Adelitas Restaurant","4.1","674","5178 Victoria Dr","Vancouver","British Columbia","CA","http://www.adelitas.ca/","+1 604-677-1580","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Adelitas%20Restaurant&query_place_id=ChIJ2QKbpqB2hlQRm7y7SGBxMwY"
"Sabor Mexicano Restaurant","4.3","149","2665 Kingsway","Vancouver","British Columbia","CA","https://www.mexicanrestaurantvancouver.ca/","+1 604-200-8271","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Sabor%20Mexicano%20Restaurant&query_place_id=ChIJkeR0y8Z3hlQRKNOnQ4qj2Tc"
"Cosy Inn Cafe","4.2","239","4455 Dunbar St","Vancouver","British Columbia","CA","https://cosyinncafe.com/?utm_source=google&utm_medium=maps&utm_campaign=website","+1 604-224-3133","Breakfast restaurant","https://www.google.com/maps/search/?api=1&query=Cosy%20Inn%20Cafe&query_place_id=ChIJq52maxFzhlQR4g-Bzy5MbMI"
"Peaceful Restaurant","3.7","614","2394 W 4th Ave","Vancouver","British Columbia","CA","http://www.peacefulrestaurant.com/","+1 604-559-9533","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Peaceful%20Restaurant&query_place_id=ChIJgepNCbNzhlQRjveodReDx_g"
"COFU Pressed Sushi","4.8","345","1833 Anderson St #103","Vancouver","British Columbia","CA","https://pressedsushi.cofu.ca/","+1 604-730-7999","Vegan restaurant","https://www.google.com/maps/search/?api=1&query=COFU%20Pressed%20Sushi&query_place_id=ChIJn29_OzZzhlQRTvwdfqw1A98"
"Haidilao Hot Pot West Broadway - 海底捞火锅","4.8","2758","3204 W Broadway","Vancouver","British Columbia","CA","https://www.haidilao-inc.com/ca","+1 604-336-2588","Hot pot restaurant","https://www.google.com/maps/search/?api=1&query=Haidilao%20Hot%20Pot%20West%20Broadway%20-%20%E6%B5%B7%E5%BA%95%E6%8D%9E%E7%81%AB%E9%94%85&query_place_id=ChIJm01RBP9zhlQRGNHCl71WcS0"
"Neighbour's Restaurant & Pizza House","4.2","940","5108 Victoria Dr","Vancouver","British Columbia","CA","https://www.neighboursrestaurant.ca/","+1 604-327-1456","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=Neighbour's%20Restaurant%20%26%20Pizza%20House&query_place_id=ChIJU_ZQ8iR0hlQRrARuEjwxOgw"
"Rice Burger","4.4","585","2630 Sasamat St","Vancouver","British Columbia","CA","http://riceburger604.com/","+1 604-716-9686","Asian fusion restaurant","https://www.google.com/maps/search/?api=1&query=Rice%20Burger&query_place_id=ChIJtSgPzeVyhlQRZoUxrkoqdiU"
"Hi-Nippon Japanese Restaurant","4.1","508","2274 W 4th Ave","Vancouver","British Columbia","CA","https://hi-nippon.ca/","+1 604-736-1766","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Hi-Nippon%20Japanese%20Restaurant&query_place_id=ChIJTYMJhrNzhlQRMI7Di-Fta5k"
"Albasha Express Shawarma & Falafel","4.3","750","1937 Cornwall Ave, Vancouver, BC V6J 1C8","Vancouver","BC","CA","http://www.albashaexpress.ca/","+1 604-336-2110","Shawarma restaurant","https://www.google.com/maps/search/?api=1&query=Albasha%20Express%20Shawarma%20%26%20Falafel&query_place_id=ChIJDTh3PatzhlQRGpB9jNaTeTU"
"La Notte Restaurant","3.9","393","3307 Dunbar St","Vancouver","British Columbia","CA","http://www.lanotte.ca/","+1 604-222-4033","Italian restaurant","https://www.google.com/maps/search/?api=1&query=La%20Notte%20Restaurant&query_place_id=ChIJAad-jgNzhlQRsgL6rD_ICaA"
"Yuwa Japanese Cuisine","4.4","440","2775 W 16th Ave","Vancouver","British Columbia","CA","http://www.yuwa.ca/","+1 604-731-9378","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Yuwa%20Japanese%20Cuisine&query_place_id=ChIJi6cGiqhzhlQRrVDv7_LlOQQ"
"Iki Japanese Restaurant","4.4","371","2756 W Broadway","Vancouver","British Columbia","CA",,"+1 604-731-4771","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Iki%20Japanese%20Restaurant&query_place_id=ChIJmxjzR6xzhlQRoGHbO57h_gQ"
"Yuji's from Japan","4.5","210","2083 Alma St","Vancouver","British Columbia","CA",,"+1 604-428-4688","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Yuji's%20from%20Japan&query_place_id=ChIJ6-o_AVZyhlQRxNX-Uqzs_Ao"
"Papaya Hut Restaurant","4.1","261","2435 Burrard St","Vancouver","British Columbia","CA","https://papayahutburrard.com/?utm_source=google&utm_medium=maps&utm_campaign=website","+1 604-739-2033","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Papaya%20Hut%20Restaurant&query_place_id=ChIJmfdlgrdzhlQRngOJ7AtGexQ"
"Delhi-6 Indian Bistro","4.5","854","1766 W 7th Ave","Vancouver","British Columbia","CA","http://delhi6.ca/","+1 604-742-3311","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Delhi-6%20Indian%20Bistro&query_place_id=ChIJ5QI067dzhlQRknY0UWMtaNo"
"Sahel Market & Restaurant","4.5","1654","3207 W Broadway","Vancouver","British Columbia","CA","https://sahelpersianrestaurant.com/","+1 604-423-4117","Persian restaurant","https://www.google.com/maps/search/?api=1&query=Sahel%20Market%20%26%20Restaurant&query_place_id=ChIJ3fPYPndzhlQR2aDKGEtgJOs"
"Denny's Restaurant","4.4","2333","1759 W Broadway","Vancouver","British Columbia","CA","https://www.dennys.ca/restaurant/british-columbia/vancouver-broadway-burrard/","+1 604-678-9973","Restaurant","https://www.google.com/maps/search/?api=1&query=Denny's%20Restaurant&query_place_id=ChIJFx8XKbhzhlQRs4CTHYMO2mg"
"Ridge Garden Restaurant","4.1","130","4009 Macdonald St","Vancouver","British Columbia","CA","http://www.ridgegardenrestaurant.ca/","+1 604-736-5231","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Ridge%20Garden%20Restaurant&query_place_id=ChIJJ2ni0qRzhlQRMvkbHB2v5k0"
"Las Margaritas","4.1","3048","1999 W 4th Ave","Vancouver","British Columbia","CA","http://www.lasmargaritas.com/","+1 604-734-7117","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Las%20Margaritas&query_place_id=ChIJp7R2erZzhlQRT9uOtRCRz6I"
"Döner Kebab","4.4","313","1956 W 4th Ave","Vancouver","British Columbia","CA",,"+1 604-558-1050","Middle Eastern restaurant","https://www.google.com/maps/search/?api=1&query=D%C3%B6ner%20Kebab&query_place_id=ChIJ-zlRcbZzhlQRG3HPhgcsqU4"
"Bing & Noodle World","3.9","415","8185 Granville St","Vancouver","British Columbia","CA",,"+1 604-264-7873","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Bing%20%26%20Noodle%20World&query_place_id=ChIJUb9fR8t1hlQRVI-KERekW88"
"Simpatico Ristorante","4","489","2222 W 4th Ave","Vancouver","British Columbia","CA","http://simpaticorestaurant.ca/","+1 604-733-6824","Greek restaurant","https://www.google.com/maps/search/?api=1&query=Simpatico%20Ristorante&query_place_id=ChIJeem8drRzhlQRgoDiv9P_G8o"
"Freshslice Pizza","4.6","1172","8618 Granville St","Vancouver","British Columbia","CA","https://www.freshslice.com/pizza-in-vancouver/","+1 604-569-3111","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=Freshslice%20Pizza&query_place_id=ChIJkbCrN-t0hlQRccJLDCzYmRI"
"Sushi King House","4.1","540","8176 Granville St","Vancouver","British Columbia","CA",,"+1 604-269-3555","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Sushi%20King%20House&query_place_id=ChIJFeHunZN0hlQRzqvyeSQDmZY"
"Krepa Cafe","4.7","66","8030 Granville St","Vancouver","British Columbia","CA","https://krepacafe.ca/","+1 604-731-6813","Coffee shop","https://www.google.com/maps/search/?api=1&query=Krepa%20Cafe&query_place_id=ChIJwwa9YSt1hlQRofaKgSwAuSM"
"Tai Tung Chinese Seafood Restaurant","3.8","318","8012 Granville St","Vancouver","British Columbia","CA",,"+1 604-261-6328","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Tai%20Tung%20Chinese%20Seafood%20Restaurant&query_place_id=ChIJsZfwuJN0hlQRnt3UvnryIXU"
"Grand Honour Restaurant","3.8","319","5701 Granville St B1","Vancouver","British Columbia","CA","http://www.grandhonour.com/","+1 604-263-3983","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Grand%20Honour%20Restaurant&query_place_id=ChIJ5byQMYBzhlQRb2GqFTVT4vA"
"Ajisai 2 Go","4.6","34","2087 W 42nd Ave","Vancouver","British Columbia","CA","https://sushibarajisai.com/ajisai-2-go","+1 604-266-1428","Takeout Restaurant","https://www.google.com/maps/search/?api=1&query=Ajisai%202%20Go&query_place_id=ChIJTZdlIsZzhlQR6bjtsau2HZM"
"BBT Café","3.8","334","5979 West Blvd","Vancouver","British Columbia","CA","http://www.bbtcafe.com/","+1 604-266-2195","Taiwanese restaurant","https://www.google.com/maps/search/?api=1&query=BBT%20Caf%C3%A9&query_place_id=ChIJg-1zYntzhlQROHIKA_RrtG0"
"James on Hastings Chinese Restaurant(Best Price on Website!)","3.9","835","2683 E Hastings St","Vancouver","British Columbia","CA","https://jamesonhastings.zomi.menu/","+1 604-255-3188","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=James%20on%20Hastings%20Chinese%20Restaurant(Best%20Price%20on%20Website!)&query_place_id=ChIJJ_xYpSFxhlQRLEF_wMZekmU"
"On Lok Restaurant & Won-ton House","3.8","1143","2010 E Hastings St","Vancouver","British Columbia","CA","http://www.onlokrestaurant.com/","+1 604-253-3656","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=On%20Lok%20Restaurant%20%26%20Won-ton%20House&query_place_id=ChIJOZdPhhdxhlQRo8Y745zIGv8"
"Hanoi Pho Restaurant","4.3","230","406 E Hastings St","Vancouver","British Columbia","CA",,"+1 604-251-6566","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Hanoi%20Pho%20Restaurant&query_place_id=ChIJ-8gI7HFxhlQRj6YQU-ItGrM"
"Royal Palace Seafood Restaurant","3.9","762","2163 E Hastings St","Vancouver","British Columbia","CA","https://royalpalaceseafoodrestaurant.zomi.menu/","+1 604-255-0698","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Royal%20Palace%20Seafood%20Restaurant&query_place_id=ChIJOYd6tKhxhlQRmC3tcMAl3jc"
"Ignite Pizzeria Gastown (Express)","4.6","494","508 W Cordova St","Vancouver","British Columbia","CA","https://www.ignitepizzeria.com/","+1 604-428-4554","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=Ignite%20Pizzeria%20Gastown%20(Express)&query_place_id=ChIJ617TQ3hxhlQRMnd9NkjIDc0"
"Silk Lounge - Indian Restaurant","4.3","606","132 Powell St","Vancouver","British Columbia","CA","http://www.silk-lounge.ca/","+1 778-379-6900","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Silk%20Lounge%20-%20Indian%20Restaurant&query_place_id=ChIJyaFQ4hZxhlQRGovIuZPvCd4"
"Momo Sushi","4.5","3034","6-375 Water St","Vancouver","British Columbia","CA","http://momogastown.ca/","+1 604-683-7632","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Momo%20Sushi&query_place_id=ChIJP0wBP3hxhlQRTAaG6y4I_nQ"
"The Poke Guy","4.6","1193","420 Richards St","Vancouver","British Columbia","CA","http://www.thepokeguy.ca/","+1 778-379-8455","Hawaiian restaurant","https://www.google.com/maps/search/?api=1&query=The%20Poke%20Guy&query_place_id=ChIJoXAI-XhxhlQRsRZg0KF8PpI"
"Roundel Restaurant & Bar","4.5","738","2465 E Hastings St","Vancouver","British Columbia","CA","https://roundel.zomi.menu/","+1 604-253-2522","Restaurant","https://www.google.com/maps/search/?api=1&query=Roundel%20Restaurant%20%26%20Bar&query_place_id=ChIJuTCFCyJxhlQRkhUxtqDeWhA"
"Showcase Restaurant & Bar","4.3","402","1122 W Hastings St","Vancouver","British Columbia","CA","http://www.showcaserestaurant.com/","+1 604-639-4040","Restaurant","https://www.google.com/maps/search/?api=1&query=Showcase%20Restaurant%20%26%20Bar&query_place_id=ChIJUwY964NxhlQRslxEl4a2VZM"
"Pokerrito","4.4","1380","558 Dunsmuir St","Vancouver","British Columbia","CA","http://www.pokerrito.ca/","+1 778-379-1115","Asian restaurant","https://www.google.com/maps/search/?api=1&query=Pokerrito&query_place_id=ChIJVVXFLH9xhlQRoeNPfjnP1uE"
"Harbour Spoon","4.3","175","555 W Hastings St FC12","Vancouver","British Columbia","CA","http://www.harbourspoon.com/","+1 778-953-2253","Eastern European restaurant","https://www.google.com/maps/search/?api=1&query=Harbour%20Spoon&query_place_id=ChIJBxmyyfdxhlQRjNpqKe1wZlw"
"Jang Mo Jib Korean Restaurant","4","1790","808 Bute St","Vancouver","British Columbia","CA",,,"Korean restaurant","https://www.google.com/maps/search/?api=1&query=Jang%20Mo%20Jib%20Korean%20Restaurant&query_place_id=ChIJvQ6UDohxhlQR_XhiTxjYBZs"
"Notch8 Restaurant & Bar","4.1","1397","900 W Georgia St","Vancouver","British Columbia","CA","http://www.notch8-dining.com/","+1 604-662-1900","Canadian restaurant","https://www.google.com/maps/search/?api=1&query=Notch8%20Restaurant%20%26%20Bar&query_place_id=ChIJg_-i0YFxhlQRIF9uO3r3DmM"
"Earls Kitchen + Bar","4.3","3300","905 Hornby St","Vancouver","British Columbia","CA","https://www.earls.ca/locations/test-kitchen","+1 604-682-6700","Restaurant","https://www.google.com/maps/search/?api=1&query=Earls%20Kitchen%20%2B%20Bar&query_place_id=ChIJDe-U4n9xhlQRHe5feMqgXwM"
"Mangez Mangez Cafe / restaurant/catering","4.6","146","1100 Melville St #120","Vancouver","British Columbia","CA","https://mangezmangez.com/","+1 604-669-4142","Restaurant","https://www.google.com/maps/search/?api=1&query=Mangez%20Mangez%20Cafe%20%2F%20restaurant%2Fcatering&query_place_id=ChIJE7IaaoFxhlQRlEVkqZW9Oog"
"Western Lake Chinese Seafood Restaurant","4.3","3634","4989 Victoria Dr","Vancouver","British Columbia","CA","http://www.westernlake.ca/","+1 604-321-6862","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Western%20Lake%20Chinese%20Seafood%20Restaurant&query_place_id=ChIJwTtWOKd2hlQRxxBK7OhOA-E"
"The Italians","4.3","452","1220 Bute St","Vancouver","British Columbia","CA","http://theitaliansrestaurant.com/","+1 604-559-5034","Italian restaurant","https://www.google.com/maps/search/?api=1&query=The%20Italians&query_place_id=ChIJJZFm0PtzhlQRg1ty-K6LJ9s"
"Kamei Royale Japanese Restaurant","4.3","1091","1066 W Hastings St","Vancouver","British Columbia","CA","https://www.kameiroyale.com/","+1 604-687-8588","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Kamei%20Royale%20Japanese%20Restaurant&query_place_id=ChIJubpntoFxhlQRH2ZmrPqGlYU"
"Shiro","4.5","792","3096 Cambie St.","Vancouver","British Columbia","CA","https://www.facebook.com/shirojapaneserestaurant.vancouver/","+1 604-874-0027","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Shiro&query_place_id=ChIJRVCPvuhzhlQROwcFYOPZJFA"
